instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange,base_asset,quote_asset
DASHUSDT,DASHUSDT,DASHUSDT,DASH/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,DASH,USDT
DATABTC,DATABTC,DATABTC,DATA/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,DATA,BTC
DATAUSDT,DATAUSDT,DATAUSDT,DATA/USDT,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,DATA,USDT
DCRUSDT,DCRUSDT,DCRUSDT,DCR/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,DCR,USDT
DEGOUSDT,DEGOUSDT,DEGOUSDT,DEGO/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,DEGO,USDT
DENTETH,DENTETH,DENTETH,DENT/ETH,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,DENT,ETH
DENTTRY,DENTTRY,DENTTRY,DENT/TRY,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DENT,TRY
DENTUSDT,DENTUSDT,DENTUSDT,DENT/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,DENT,USDT
DEXEUSDT,DEXEUSDT,DEXEUSDT,DEXE/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,DEXE,USDT
DFUSDC,DFUSDC,DFUSDC,DF/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DF,USDC
DFUSDT,DFUSDT,DFUSDT,DF/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DF,USDT
DGBUSDT,DGBUSDT,DGBUSDT,DGB/USDT,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,DGB,USDT
DIABTC,DIABTC,DIABTC,DIA/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,DIA,BTC
DIAUSDT,DIAUSDT,DIAUSDT,DIA/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,DIA,USDT
DODOBTC,DODOBTC,DODOBTC,DODO/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,DODO,BTC
DODOUSDT,DODOUSDT,DODOUSDT,DODO/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,DODO,USDT
DOGEBRL,DOGEBRL,DOGEBRL,DOGE/BRL,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,DOGE,BRL
DOGEBTC,DOGEBTC,DOGEBTC,DOGE/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,DOGE,BTC
DOGEEUR,DOGEEUR,DOGEEUR,DOGE/EUR,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DOGE,EUR
DOGEFDUSD,DOGEFDUSD,DOGEFDUSD,DOGE/FDUSD,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DOGE,FDUSD
DOGEJPY,DOGEJPY,DOGEJPY,DOGE/JPY,0.0,,0.0,0.01,1.0,EQ,CRYPTO,BINANCE,DOGE,JPY
DOGETRY,DOGETRY,DOGETRY,DOGE/TRY,0.0,,0.0,0.001,1.0,EQ,CRYPTO,BINANCE,DOGE,TRY
DOGETUSD,DOGETUSD,DOGETUSD,DOGE/TUSD,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DOGE,TUSD
DOGEUSDC,DOGEUSDC,DOGEUSDC,DOGE/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DOGE,USDC
DOGEUSDT,DOGEUSDT,DOGEUSDT,DOGE/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DOGE,USDT
DOGSFDUSD,DOGSFDUSD,DOGSFDUSD,DOGS/FDUSD,0.0,,0.0,1e-07,1.0,EQ,CRYPTO,BINANCE,DOGS,FDUSD
DOGSTRY,DOGSTRY,DOGSTRY,DOGS/TRY,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,DOGS,TRY
DOGSUSDC,DOGSUSDC,DOGSUSDC,DOGS/USDC,0.0,,0.0,1e-07,1.0,EQ,CRYPTO,BINANCE,DOGS,USDC
DOGSUSDT,DOGSUSDT,DOGSUSDT,DOGS/USDT,0.0,,0.0,1e-07,1.0,EQ,CRYPTO,BINANCE,DOGS,USDT
DOTBNB,DOTBNB,DOTBNB,DOT/BNB,0.0,,0.0,1e-05,0.01,EQ,CRYPTO,BINANCE,DOT,BNB
DOTBRL,DOTBRL,DOTBRL,DOT/BRL,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,DOT,BRL
DOTBTC,DOTBTC,DOTBTC,DOT/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,DOT,BTC
DOTETH,DOTETH,DOTETH,DOT/ETH,0.0,,0.0,1e-06,0.01,EQ,CRYPTO,BINANCE,DOT,ETH
DOTEUR,DOTEUR,DOTEUR,DOT/EUR,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,DOT,EUR
DOTFDUSD,DOTFDUSD,DOTFDUSD,DOT/FDUSD,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,DOT,FDUSD
DOTTRY,DOTTRY,DOTTRY,DOT/TRY,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,DOT,TRY
DOTUSDC,DOTUSDC,DOTUSDC,DOT/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,DOT,USDC
DOTUSDT,DOTUSDT,DOTUSDT,DOT/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,DOT,USDT
DTRY,DTRY,DTRY,D/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,D,TRY
DUSDT,DUSDT,DUSDT,D/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,D,USDT
DUSKBTC,DUSKBTC,DUSKBTC,DUSK/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,DUSK,BTC
DUSKUSDT,DUSKUSDT,DUSKUSDT,DUSK/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,DUSK,USDT
DYDXBTC,DYDXBTC,DYDXBTC,DYDX/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,DYDX,BTC
DYDXFDUSD,DYDXFDUSD,DYDXFDUSD,DYDX/FDUSD,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,DYDX,FDUSD
DYDXTRY,DYDXTRY,DYDXTRY,DYDX/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,DYDX,TRY
DYDXUSDC,DYDXUSDC,DYDXUSDC,DYDX/USDC,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,DYDX,USDC
DYDXUSDT,DYDXUSDT,DYDXUSDT,DYDX/USDT,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,DYDX,USDT
DYMTRY,DYMTRY,DYMTRY,DYM/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,DYM,TRY
DYMUSDT,DYMUSDT,DYMUSDT,DYM/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,DYM,USDT
EDUTRY,EDUTRY,EDUTRY,EDU/TRY,0.0,,0.0,0.01,1.0,EQ,CRYPTO,BINANCE,EDU,TRY
EDUUSDT,EDUUSDT,EDUUSDT,EDU/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,EDU,USDT
EGLDBNB,EGLDBNB,EGLDBNB,EGLD/BNB,0.0,,0.0,1e-05,0.01,EQ,CRYPTO,BINANCE,EGLD,BNB
EGLDBTC,EGLDBTC,EGLDBTC,EGLD/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,EGLD,BTC
EGLDETH,EGLDETH,EGLDETH,EGLD/ETH,0.0,,0.0,1e-05,0.0001,EQ,CRYPTO,BINANCE,EGLD,ETH
EGLDEUR,EGLDEUR,EGLDEUR,EGLD/EUR,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,EGLD,EUR
EGLDFDUSD,EGLDFDUSD,EGLDFDUSD,EGLD/FDUSD,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,EGLD,FDUSD
EGLDRON,EGLDRON,EGLDRON,EGLD/RON,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,EGLD,RON
EGLDTRY,EGLDTRY,EGLDTRY,EGLD/TRY,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,EGLD,TRY
EGLDUSDC,EGLDUSDC,EGLDUSDC,EGLD/USDC,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,EGLD,USDC
EGLDUSDT,EGLDUSDT,EGLDUSDT,EGLD/USDT,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,EGLD,USDT
EIGENBTC,EIGENBTC,EIGENBTC,EIGEN/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,EIGEN,BTC
EIGENFDUSD,EIGENFDUSD,EIGENFDUSD,EIGEN/FDUSD,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,EIGEN,FDUSD
EIGENTRY,EIGENTRY,EIGENTRY,EIGEN/TRY,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,EIGEN,TRY
EIGENUSDC,EIGENUSDC,EIGENUSDC,EIGEN/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,EIGEN,USDC
EIGENUSDT,EIGENUSDT,EIGENUSDT,EIGEN/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,EIGEN,USDT
ENABNB,ENABNB,ENABNB,ENA/BNB,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,ENA,BNB
ENABRL,ENABRL,ENABRL,ENA/BRL,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,ENA,BRL
ENABTC,ENABTC,ENABTC,ENA/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,ENA,BTC
ENAFDUSD,ENAFDUSD,ENAFDUSD,ENA/FDUSD,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,ENA,FDUSD
ENATRY,ENATRY,ENATRY,ENA/TRY,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,ENA,TRY
ENAUSDC,ENAUSDC,ENAUSDC,ENA/USDC,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,ENA,USDC
ENAUSDT,ENAUSDT,ENAUSDT,ENA/USDT,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,ENA,USDT
ENJBTC,ENJBTC,ENJBTC,ENJ/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,ENJ,BTC
ENJTRY,ENJTRY,ENJTRY,ENJ/TRY,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,ENJ,TRY
ENJUSDC,ENJUSDC,ENJUSDC,ENJ/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,ENJ,USDC
ENJUSDT,ENJUSDT,ENJUSDT,ENJ/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,ENJ,USDT
ENSBTC,ENSBTC,ENSBTC,ENS/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,ENS,BTC
ENSFDUSD,ENSFDUSD,ENSFDUSD,ENS/FDUSD,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,ENS,FDUSD
ENSTRY,ENSTRY,ENSTRY,ENS/TRY,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,ENS,TRY
ENSUSDC,ENSUSDC,ENSUSDC,ENS/USDC,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,ENS,USDC
ENSUSDT,ENSUSDT,ENSUSDT,ENS/USDT,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,ENS,USDT
EPICUSDC,EPICUSDC,EPICUSDC,EPIC/USDC,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,EPIC,USDC
EPICUSDT,EPICUSDT,EPICUSDT,EPIC/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,EPIC,USDT
ETCBNB,ETCBNB,ETCBNB,ETC/BNB,0.0,,0.0,1e-05,0.01,EQ,CRYPTO,BINANCE,ETC,BNB
ETCBTC,ETCBTC,ETCBTC,ETC/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,ETC,BTC
ETCETH,ETCETH,ETCETH,ETC/ETH,0.0,,0.0,1e-05,0.01,EQ,CRYPTO,BINANCE,ETC,ETH
ETCFDUSD,ETCFDUSD,ETCFDUSD,ETC/FDUSD,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,ETC,FDUSD
ETCTRY,ETCTRY,ETCTRY,ETC/TRY,0.0,,0.0,0.1,0.001,EQ,CRYPTO,BINANCE,ETC,TRY
ETCUSDT,ETCUSDT,ETCUSDT,ETC/USDT,0.0,,0.0,0.01,0.01,EQ,CRYPTO,BINANCE,ETC,USDT
ETHARS,ETHARS,ETHARS,ETH/ARS,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,ETH,ARS
ETHBRL,ETHBRL,ETHBRL,ETH/BRL,0.0,,0.0,0.01,0.0001,EQ,CRYPTO,BINANCE,ETH,BRL
ETHBTC,ETHBTC,ETHBTC,ETH/BTC,0.0,,0.0,1e-05,0.0001,EQ,CRYPTO,BINANCE,ETH,BTC
ETHDAI,ETHDAI,ETHDAI,ETH/DAI,0.0,,0.0,0.01,0.0001,EQ,CRYPTO,BINANCE,ETH,DAI
ETHEUR,ETHEUR,ETHEUR,ETH/EUR,0.0,,0.0,0.01,0.0001,EQ,CRYPTO,BINANCE,ETH,EUR
ETHEURI,ETHEURI,ETHEURI,ETH/EURI,0.0,,0.0,0.01,0.0001,EQ,CRYPTO,BINANCE,ETH,EURI
ETHFDUSD,ETHFDUSD,ETHFDUSD,ETH/FDUSD,0.0,,0.0,0.01,0.0001,EQ,CRYPTO,BINANCE,ETH,FDUSD
ETHFIFDUSD,ETHFIFDUSD,ETHFIFDUSD,ETHFI/FDUSD,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,ETHFI,FDUSD
ETHFITRY,ETHFITRY,ETHFITRY,ETHFI/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,ETHFI,TRY
ETHFIUSDC,ETHFIUSDC,ETHFIUSDC,ETHFI/USDC,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,ETHFI,USDC
ETHFIUSDT,ETHFIUSDT,ETHFIUSDT,ETHFI/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,ETHFI,USDT
ETHJPY,ETHJPY,ETHJPY,ETH/JPY,0.0,,0.0,1.0,1e-05,EQ,CRYPTO,BINANCE,ETH,JPY
ETHMXN,ETHMXN,ETHMXN,ETH/MXN,0.0,,0.0,1.0,0.0001,EQ,CRYPTO,BINANCE,ETH,MXN
ETHPLN,ETHPLN,ETHPLN,ETH/PLN,0.0,,0.0,1.0,0.0001,EQ,CRYPTO,BINANCE,ETH,PLN
ETHTRY,ETHTRY,ETHTRY,ETH/TRY,0.0,,0.0,1.0,0.0001,EQ,CRYPTO,BINANCE,ETH,TRY
ETHTUSD,ETHTUSD,ETHTUSD,ETH/TUSD,0.0,,0.0,0.01,0.0001,EQ,CRYPTO,BINANCE,ETH,TUSD
ETHUSDC,ETHUSDC,ETHUSDC,ETH/USDC,0.0,,0.0,0.01,0.0001,EQ,CRYPTO,BINANCE,ETH,USDC
ETHUSDT,ETHUSDT,ETHUSDT,ETH/USDT,0.0,,0.0,0.01,0.0001,EQ,CRYPTO,BINANCE,ETH,USDT
ETHZAR,ETHZAR,ETHZAR,ETH/ZAR,0.0,,0.0,1.0,0.0001,EQ,CRYPTO,BINANCE,ETH,ZAR
EUREURI,EUREURI,EUREURI,EUR/EURI,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,EUR,EURI
EURIUSDC,EURIUSDC,EURIUSDC,EURI/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,EURI,USDC
EURIUSDT,EURIUSDT,EURIUSDT,EURI/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,EURI,USDT
EURUSDC,EURUSDC,EURUSDC,EUR/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,EUR,USDC
EURUSDT,EURUSDT,EURUSDT,EUR/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,EUR,USDT
FARMUSDT,FARMUSDT,FARMUSDT,FARM/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,FARM,USDT
FDUSDTRY,FDUSDTRY,FDUSDTRY,FDUSD/TRY,0.0,,0.0,0.01,1.0,EQ,CRYPTO,BINANCE,FDUSD,TRY
FDUSDUSDC,FDUSDUSDC,FDUSDUSDC,FDUSD/USDC,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,FDUSD,USDC
FDUSDUSDT,FDUSDUSDT,FDUSDUSDT,FDUSD/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,FDUSD,USDT
FETBNB,FETBNB,FETBNB,FET/BNB,0.0,,0.0,1e-06,0.1,EQ,CRYPTO,BINANCE,FET,BNB
FETBTC,FETBTC,FETBTC,FET/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,FET,BTC
FETFDUSD,FETFDUSD,FETFDUSD,FET/FDUSD,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,FET,FDUSD
FETTRY,FETTRY,FETTRY,FET/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,FET,TRY
FETUSDC,FETUSDC,FETUSDC,FET/USDC,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,FET,USDC
FETUSDT,FETUSDT,FETUSDT,FET/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,FET,USDT
FIDABTC,FIDABTC,FIDABTC,FIDA/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,FIDA,BTC
FIDATRY,FIDATRY,FIDATRY,FIDA/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,FIDA,TRY
FIDAUSDT,FIDAUSDT,FIDAUSDT,FIDA/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,FIDA,USDT
FILBTC,FILBTC,FILBTC,FIL/BTC,0.0,,0.0,1e-07,0.01,EQ,CRYPTO,BINANCE,FIL,BTC
FILETH,FILETH,FILETH,FIL/ETH,0.0,,0.0,1e-06,0.01,EQ,CRYPTO,BINANCE,FIL,ETH
FILFDUSD,FILFDUSD,FILFDUSD,FIL/FDUSD,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,FIL,FDUSD
FILTRY,FILTRY,FILTRY,FIL/TRY,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,FIL,TRY
FILUSDC,FILUSDC,FILUSDC,FIL/USDC,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,FIL,USDC
FILUSDT,FILUSDT,FILUSDT,FIL/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,FIL,USDT
FIOUSDT,FIOUSDT,FIOUSDT,FIO/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,FIO,USDT
FISBTC,FISBTC,FISBTC,FIS/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,FIS,BTC
FISUSDT,FISUSDT,FISUSDT,FIS/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,FIS,USDT
FLMBTC,FLMBTC,FLMBTC,FLM/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,FLM,BTC
FLMUSDT,FLMUSDT,FLMUSDT,FLM/USDT,0.0,,0.0,0.0001,1.0,EQ,CRYPTO,BINANCE,FLM,USDT
FLOKIFDUSD,FLOKIFDUSD,FLOKIFDUSD,FLOKI/FDUSD,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,FLOKI,FDUSD
FLOKITRY,FLOKITRY,FLOKITRY,FLOKI/TRY,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,FLOKI,TRY
FLOKIUSDC,FLOKIUSDC,FLOKIUSDC,FLOKI/USDC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,FLOKI,USDC
FLOKIUSDT,FLOKIUSDT,FLOKIUSDT,FLOKI/USDT,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,FLOKI,USDT
FLOWBTC,FLOWBTC,FLOWBTC,FLOW/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,FLOW,BTC
FLOWUSDT,FLOWUSDT,FLOWUSDT,FLOW/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,FLOW,USDT
FLUXBTC,FLUXBTC,FLUXBTC,FLUX/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,FLUX,BTC
FLUXUSDC,FLUXUSDC,FLUXUSDC,FLUX/USDC,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,FLUX,USDC
FLUXUSDT,FLUXUSDT,FLUXUSDT,FLUX/USDT,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,FLUX,USDT
FORMTRY,FORMTRY,FORMTRY,FORM/TRY,0.0,,0.0,0.01,0.1,EQ,CRYPTO,BINANCE,FORM,TRY
FORMUSDC,FORMUSDC,FORMUSDC,FORM/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,FORM,USDC
FORMUSDT,FORMUSDT,FORMUSDT,FORM/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,FORM,USDT
FORTHBTC,FORTHBTC,FORTHBTC,FORTH/BTC,0.0,,0.0,1e-08,0.01,EQ,CRYPTO,BINANCE,FORTH,BTC
FORTHUSDT,FORTHUSDT,FORTHUSDT,FORTH/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,FORTH,USDT
FTTUSDT,FTTUSDT,FTTUSDT,FTT/USDT,0.0,,0.0,0.0001,0.01,EQ,CRYPTO,BINANCE,FTT,USDT
FUNUSDT,FUNUSDT,FUNUSDT,FUN/USDT,0.0,,0.0,1e-06,1.0,EQ,CRYPTO,BINANCE,FUN,USDT
FXSUSDT,FXSUSDT,FXSUSDT,FXS/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,FXS,USDT
GALABRL,GALABRL,GALABRL,GALA/BRL,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,GALA,BRL
GALABTC,GALABTC,GALABTC,GALA/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,GALA,BTC
GALAETH,GALAETH,GALAETH,GALA/ETH,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,GALA,ETH
GALAEUR,GALAEUR,GALAEUR,GALA/EUR,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,GALA,EUR
GALAFDUSD,GALAFDUSD,GALAFDUSD,GALA/FDUSD,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,GALA,FDUSD
GALATRY,GALATRY,GALATRY,GALA/TRY,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,GALA,TRY
GALAUSDC,GALAUSDC,GALAUSDC,GALA/USDC,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,GALA,USDC
GALAUSDT,GALAUSDT,GALAUSDT,GALA/USDT,0.0,,0.0,1e-05,1.0,EQ,CRYPTO,BINANCE,GALA,USDT
GASBTC,GASBTC,GASBTC,GAS/BTC,0.0,,0.0,1e-07,0.1,EQ,CRYPTO,BINANCE,GAS,BTC
GASTRY,GASTRY,GASTRY,GAS/TRY,0.0,,0.0,0.1,0.01,EQ,CRYPTO,BINANCE,GAS,TRY
GASUSDT,GASUSDT,GASUSDT,GAS/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,GAS,USDT
GHSTUSDT,GHSTUSDT,GHSTUSDT,GHST/USDT,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,GHST,USDT
GLMBTC,GLMBTC,GLMBTC,GLM/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,GLM,BTC
GLMRBTC,GLMRBTC,GLMRBTC,GLMR/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,GLMR,BTC
GLMRUSDT,GLMRUSDT,GLMRUSDT,GLMR/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,GLMR,USDT
GLMUSDT,GLMUSDT,GLMUSDT,GLM/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,GLM,USDT
GMTBTC,GMTBTC,GMTBTC,GMT/BTC,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,GMT,BTC
GMTEUR,GMTEUR,GMTEUR,GMT/EUR,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,GMT,EUR
GMTTRY,GMTTRY,GMTTRY,GMT/TRY,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,GMT,TRY
GMTUSDC,GMTUSDC,GMTUSDC,GMT/USDC,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,GMT,USDC
GMTUSDT,GMTUSDT,GMTUSDT,GMT/USDT,0.0,,0.0,0.0001,0.1,EQ,CRYPTO,BINANCE,GMT,USDT
GMXUSDC,GMXUSDC,GMXUSDC,GMX/USDC,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,GMX,USDC
GMXUSDT,GMXUSDT,GMXUSDT,GMX/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,GMX,USDT
GNOUSDT,GNOUSDT,GNOUSDT,GNO/USDT,0.0,,0.0,0.01,0.001,EQ,CRYPTO,BINANCE,GNO,USDT
GNSUSDT,GNSUSDT,GNSUSDT,GNS/USDT,0.0,,0.0,0.001,0.01,EQ,CRYPTO,BINANCE,GNS,USDT
GPSBNB,GPSBNB,GPSBNB,GPS/BNB,0.0,,0.0,1e-08,0.1,EQ,CRYPTO,BINANCE,GPS,BNB
GPSFDUSD,GPSFDUSD,GPSFDUSD,GPS/FDUSD,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,GPS,FDUSD
GPSTRY,GPSTRY,GPSTRY,GPS/TRY,0.0,,0.0,0.001,0.1,EQ,CRYPTO,BINANCE,GPS,TRY
GPSUSDC,GPSUSDC,GPSUSDC,GPS/USDC,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,GPS,USDC
GPSUSDT,GPSUSDT,GPSUSDT,GPS/USDT,0.0,,0.0,1e-05,0.1,EQ,CRYPTO,BINANCE,GPS,USDT
GRTBTC,GRTBTC,GRTBTC,GRT/BTC,0.0,,0.0,1e-08,1.0,EQ,CRYPTO,BINANCE,GRT,BTC
