user_symbol,binance_symbol,is_exact_match
DAI/JPY,DAIJPY,False
RESOLV/USDT,RESOLVUSDT,False
ALT/BNB,ALTBNB,False
WIF-USDT,WIFUSDT,False
RESOLVUSD,RESOLVTRY,False
RESOLV,RESOLVTRY,False
WIF/FDUSD,WIFFDUSD,False
WIF-FDUSD,WIFFDUSD,False
RESOLVUSDT,RESOLVTRY,False
DAI-JPY,DAIJPY,False
WIF/TRY,WIFTRY,False
WIF-TRY,WIFTRY,False
PIXEL/USDC,PIXELUSDC,False
NEWT/TRY,NEWTTRY,False
DAIUSDT,DAIJPY,False
PEPE/USDC,PEPEUSDC,False
PEPE-USDC,PEPEUSDC,False
ALT-USDT,ALTUSDT,False
DAIUSD,DAIJPY,False
SHIB/USDC,SHIBUSDC,False
DAI,DAIJPY,False
SHIB-USDC,SHIBUSDC,False
TRX-JPY,TRXJPY,False
WIF/USDT,WIFUSDT,False
ALT-BNB,ALTBNB,False
WIF-BTC,WIFBTC,False
WIF/BTC,WIFBTC,False
PIXEL-USDC,PIXELUSDC,False
NEWT/FDUSD,NEWTFDUSD,False
RESOLV-BNB,RESOLVBNB,False
NEWT-FDUSD,NEWTFDUSD,False
STRK/USDC,STRKUSDC,False
STRK-USDC,STRKUSDC,False
RESOLV/BNB,RESOLVBNB,False
ALT-FDUSD,ALTFDUSD,False
UNI/FDUSD,UNIFDUSD,False
RESOLV-USDC,RESOLVUSDC,False
UNI-FDUSD,UNIFDUSD,False
RESOLV/USDC,RESOLVUSDC,False
OM/TRY,OMTRY,False
OM-TRY,OMTRY,False
ALT/FDUSD,ALTFDUSD,False
THETA/TRY,THETATRY,False
THETA-TRY,THETATRY,False
RESOLV-USDT,RESOLVUSDT,False
WIF,WIFBRL,False
WIFUSD,WIFBRL,False
WIFUSDT,WIFBRL,False
LDO/TRY,LDOTRY,False
JUP-USDT,JUPUSDT,False
HOME/BNB,HOMEBNB,False
JUP/USDC,JUPUSDC,False
DYM/USDT,DYMUSDT,False
PYTH/BTC,PYTHBTC,False
DYM-USDT,DYMUSDT,False
SPK-USDT,SPKUSDT,False
SPK/USDT,SPKUSDT,False
PYTHUSDT,PYTHUSDC,False
DYM/TRY,DYMTRY,False
DYM-TRY,DYMTRY,False
SPKUSD,SPKTRY,False
SPK,SPKTRY,False
JUP-USDC,JUPUSDC,False
COTI-TRY,COTITRY,False
PYTHUSD,PYTHUSDC,False
PENDLE/FDUSD,PENDLEFDUSD,False
PYTH,PYTHUSDC,False
SPKUSDT,SPKTRY,False
PENDLE-FDUSD,PENDLEFDUSD,False
PIXELUSDT,PIXELUSDC,False
SUSHI-USDC,SUSHIUSDC,False
PIXEL,PIXELUSDC,False
PIXELUSD,PIXELUSDC,False
SPK/TRY,SPKTRY,False
DYMUSD,DYMTRY,False
DYM,DYMTRY,False
PYTH-BTC,PYTHBTC,False
DYMUSDT,DYMTRY,False
PYTH-TRY,PYTHTRY,False
PYTH-FDUSD,PYTHFDUSD,False
SPK-BNB,SPKBNB,False
RONIN,RONINTRY,False
PYTH/FDUSD,PYTHFDUSD,False
RONINUSD,RONINTRY,False
RONINUSDT,RONINTRY,False
RONIN/BTC,RONINBTC,False
RONIN-BTC,RONINBTC,False
SPK/BNB,SPKBNB,False
RONIN/USDT,RONINUSDT,False
RONIN-USDT,RONINUSDT,False
SPK-FDUSD,SPKFDUSD,False
PYTH-USDT,PYTHUSDT,False
RONIN/FDUSD,RONINFDUSD,False
RONIN-FDUSD,RONINFDUSD,False
SPK-USDC,SPKUSDC,False
RONIN/TRY,RONINTRY,False
PYTH/USDT,PYTHUSDT,False
SPK/USDC,SPKUSDC,False
RONIN-TRY,RONINTRY,False
PIXEL/USDT,PIXELUSDT,False
PIXEL-USDT,PIXELUSDT,False
SUSHI/USDC,SUSHIUSDC,False
FLUX/USDC,FLUXUSDC,False
HBAR/TRY,HBARTRY,False
HBAR-TRY,HBARTRY,False
JUP-TRY,JUPTRY,False
HOME-TRY,HOMETRY,False
PENDLE/TRY,PENDLETRY,False
HOME/TRY,HOMETRY,False
PENDLE-TRY,PENDLETRY,False
JUP/TRY,JUPTRY,False
NEWT-USDT,NEWTUSDT,False
JUP-FDUSD,JUPFDUSD,False
WLD/USDC,WLDUSDC,False
WLD-USDC,WLDUSDC,False
HOME-FDUSD,HOMEFDUSD,False
JUP/FDUSD,JUPFDUSD,False
CKB/TRY,CKBTRY,False
HOME/FDUSD,HOMEFDUSD,False
CKB-TRY,CKBTRY,False
NEWT/USDC,NEWTUSDC,False
NEWT-USDC,NEWTUSDC,False
HOME-BNB,HOMEBNB,False
COTI/TRY,COTITRY,False
NEWT/USDT,NEWTUSDT,False
FIL-USDC,FILUSDC,False
PIXEL/TRY,PIXELTRY,False
NEWTUSD,NEWTTRY,False
PIXEL-TRY,PIXELTRY,False
SPK-TRY,SPKTRY,False
STRKUSDT,STRKUSDC,False
SEI-USDC,SEIUSDC,False
STRK,STRKUSDC,False
STRKUSD,STRKUSDC,False
STRK/USDT,STRKUSDT,False
NEWTUSDT,NEWTTRY,False
STRK-USDT,STRKUSDT,False
MASK-USDC,MASKUSDC,False
MASK/USDC,MASKUSDC,False
STRK/FDUSD,STRKFDUSD,False
STRK-FDUSD,STRKFDUSD,False
SEI/USDC,SEIUSDC,False
NEWT,NEWTTRY,False
STRK/TRY,STRKTRY,False
STRK-TRY,STRKTRY,False
ALT-USDC,ALTUSDC,False
FLUX-USDC,FLUXUSDC,False
ALT/USDC,ALTUSDC,False
FIL/USDC,FILUSDC,False
AR/TRY,ARTRY,False
AR-TRY,ARTRY,False
TRX/JPY,TRXJPY,False
ENA-USDT,ENAUSDT,False
A/BTC,ABTC,False
MANTA/USDT,MANTAUSDT,False
ENA,ENABRL,False
ENAUSD,ENABRL,False
ENAUSDT,ENABRL,False
ENA/BTC,ENABTC,False
ENA-BTC,ENABTC,False
ENA/USDT,ENAUSDT,False
MANTA-BTC,MANTABTC,False
MANTA/BTC,MANTABTC,False
AUSD,AUSDT,False
SAHARA-USDT,SAHARAUSDT,False
ENA/BNB,ENABNB,False
ENA-BNB,ENABNB,False
A,AUSDT,False
MANTAUSDT,MANTAUSDC,False
ENA/FDUSD,ENAFDUSD,False
ENA-FDUSD,ENAFDUSD,False
MANTAUSD,MANTAUSDC,False
ENA/TRY,ENATRY,False
ENA-TRY,ENATRY,False
SAHARA/BNB,SAHARABNB,False
RAY-TRY,RAYTRY,False
RAY/TRY,RAYTRY,False
A-BTC,ABTC,False
MKR-TRY,MKRTRY,False
ARKM/FDUSD,ARKMFDUSD,False
ARKM-FDUSD,ARKMFDUSD,False
A-FDUSD,AFDUSD,False
MANTA/TRY,MANTATRY,False
CRV/TRY,CRVTRY,False
CRV-TRY,CRVTRY,False
A/FDUSD,AFDUSD,False
MANTA-FDUSD,MANTAFDUSD,False
RAY/FDUSD,RAYFDUSD,False
RAY-FDUSD,RAYFDUSD,False
BONK/USDC,BONKUSDC,False
A-ETH,AETH,False
BONK-USDC,BONKUSDC,False
A/ETH,AETH,False
FLOKI/USDC,FLOKIUSDC,False
MANTA/FDUSD,MANTAFDUSD,False
FLOKI-USDC,FLOKIUSDC,False
SAHARA/USDC,SAHARAUSDC,False
SAHARA-USDC,SAHARAUSDC,False
MANTA-USDT,MANTAUSDT,False
MKR/TRY,MKRTRY,False
MANTA,MANTAUSDC,False
MASK/TRY,MASKTRY,False
MASK-TRY,MASKTRY,False
HUMA-BNB,HUMABNB,False
BOME-USDC,BOMEUSDC,False
HUMA/BNB,HUMABNB,False
JTO/USDC,JTOUSDC,False
PYTH/TRY,PYTHTRY,False
JTO-USDC,JTOUSDC,False
STX/FDUSD,STXFDUSD,False
SAHARA-FDUSD,SAHARAFDUSD,False
WIF/USDC,WIFUSDC,False
WIF-USDC,WIFUSDC,False
HUMA-USDC,HUMAUSDC,False
TNSRUSDT,TNSRUSDC,False
TNSR,TNSRUSDC,False
TNSRUSD,TNSRUSDC,False
TNSR/USDT,TNSRUSDT,False
TNSR-USDT,TNSRUSDT,False
SKL-TRY,SKLTRY,False
HUMA/USDC,HUMAUSDC,False
TNSR/TRY,TNSRTRY,False
TNSR-TRY,TNSRTRY,False
SKL/TRY,SKLTRY,False
HUMA-USDT,HUMAUSDT,False
BOME/USDC,BOMEUSDC,False
W-TRY,WTRY,False
HUMA-TRY,HUMATRY,False
W/TRY,WTRY,False
PENDLE/USDC,PENDLEUSDC,False
HUMA/TRY,HUMATRY,False
PENDLE-USDC,PENDLEUSDC,False
SAHARA-BNB,SAHARABNB,False
TIA-FDUSD,TIAFDUSD,False
RDNT/TRY,RDNTTRY,False
TIA/FDUSD,TIAFDUSD,False
RDNT-TRY,RDNTTRY,False
HUMA-FDUSD,HUMAFDUSD,False
W,WUSDC,False
WUSD,WUSDC,False
WUSDT,WUSDC,False
W/BTC,WBTC,False
W-BTC,WBTC,False
W/USDT,WUSDT,False
W-USDT,WUSDT,False
HUMA/FDUSD,HUMAFDUSD,False
W/FDUSD,WFDUSD,False
W-FDUSD,WFDUSD,False
SAHARA/FDUSD,SAHARAFDUSD,False
STX-FDUSD,STXFDUSD,False
MANTA-TRY,MANTATRY,False
AAVE-TRY,AAVETRY,False
METISUSDT,METISTRY,False
SNX-TRY,SNXTRY,False
SOPH-FDUSD,SOPHFDUSD,False
GRT/FDUSD,GRTFDUSD,False
SOPH/FDUSD,SOPHFDUSD,False
GRT-FDUSD,GRTFDUSD,False
MANTA-USDC,MANTAUSDC,False
NEAR/USDC,NEARUSDC,False
NEAR-USDC,NEARUSDC,False
SOPH-BNB,SOPHBNB,False
MANTA/USDC,MANTAUSDC,False
SNX/TRY,SNXTRY,False
NEIRO/JPY,NEIROJPY,False
AAVE/TRY,AAVETRY,False
AEVO,AEVOTRY,False
TIA-USDC,TIAUSDC,False
SOPH/BNB,SOPHBNB,False
AEVOUSD,AEVOTRY,False
NEIRO-JPY,NEIROJPY,False
AEVOUSDT,AEVOTRY,False
AEVO/BTC,AEVOBTC,False
AEVO-BTC,AEVOBTC,False
AEVO/USDT,AEVOUSDT,False
AEVO-USDT,AEVOUSDT,False
ALT,ALTUSDC,False
FLOKI-FDUSD,FLOKIFDUSD,False
FLOKI/FDUSD,FLOKIFDUSD,False
SOPH/TRY,SOPHTRY,False
METIS,METISTRY,False
ALT/USDT,ALTUSDT,False
ALT-BTC,ALTBTC,False
METISUSD,METISTRY,False
METIS/USDT,METISUSDT,False
NEWT-TRY,NEWTTRY,False
METIS-USDT,METISUSDT,False
MUBARAK-TRY,MUBARAKTRY,False
ALT/BTC,ALTBTC,False
METIS/TRY,METISTRY,False
METIS-TRY,METISTRY,False
MUBARAK/TRY,MUBARAKTRY,False
BNB/JPY,BNBJPY,False
BNB-JPY,BNBJPY,False
ALTUSDT,ALTUSDC,False
BTC/JPY,BTCJPY,False
BTC-JPY,BTCJPY,False
ETH/JPY,ETHJPY,False
ETH-JPY,ETHJPY,False
SOPH-TRY,SOPHTRY,False
ALTUSD,ALTUSDC,False
TIA/USDC,TIAUSDC,False
AEVO/FDUSD,AEVOFDUSD,False
AEVO-FDUSD,AEVOFDUSD,False
BOME-USDT,BOMEUSDT,False
BOME/FDUSD,BOMEFDUSD,False
SAHARAUSD,SAHARATRY,False
BOME-FDUSD,BOMEFDUSD,False
ETHFIUSDT,ETHFIUSDC,False
A/USDT,AUSDT,False
ETC/FDUSD,ETCFDUSD,False
ETHFI,ETHFIUSDC,False
ETHFIUSD,ETHFIUSDC,False
A-USDC,AUSDC,False
ETHFI/USDT,ETHFIUSDT,False
ETHFI-USDT,ETHFIUSDT,False
SAHARA/USDT,SAHARAUSDT,False
A/USDC,AUSDC,False
ETHFI/FDUSD,ETHFIFDUSD,False
ENS-FDUSD,ENSFDUSD,False
ETHFI-FDUSD,ETHFIFDUSD,False
A-TRY,ATRY,False
ETHFI/TRY,ETHFITRY,False
ETHFI-TRY,ETHFITRY,False
ENS/FDUSD,ENSFDUSD,False
A/TRY,ATRY,False
A-USDT,AUSDT,False
BOME/USDT,BOMEUSDT,False
SAHARAUSDT,SAHARATRY,False
ETC-FDUSD,ETCFDUSD,False
SOPH-USDC,SOPHUSDC,False
AEVO/TRY,AEVOTRY,False
SOPH/USDC,SOPHUSDC,False
AEVO-TRY,AEVOTRY,False
SUI-USDC,SUIUSDC,False
SUI/USDC,SUIUSDC,False
FET/USDC,FETUSDC,False
FET-USDC,FETUSDC,False
SOPH-USDT,SOPHUSDT,False
SAHARA,SAHARATRY,False
EUR/USDC,EURUSDC,False
SOPH/USDT,SOPHUSDT,False
EUR-USDC,EURUSDC,False
ZRO/TRY,ZROTRY,False
SOPH,SOPHTRY,False
BOME,BOMEEUR,False
BOMEUSD,BOMEEUR,False
SOPHUSDT,SOPHTRY,False
BOMEUSDT,BOMEEUR,False
BOME/TRY,BOMETRY,False
BOME-TRY,BOMETRY,False
SOPHUSD,SOPHTRY,False
RED/TRY,REDTRY,False
ZRO-TRY,ZROTRY,False
APT-JPY,APTJPY,False
SUSHI/TRY,SUSHITRY,False
SUSHI-TRY,SUSHITRY,False
DUSDT,DTRY,False
BEAMX-USDC,BEAMXUSDC,False
D,DTRY,False
DUSD,DTRY,False
D/USDT,DUSDT,False
D-USDT,DUSDT,False
D/TRY,DTRY,False
D-TRY,DTRY,False
BEAMX/USDC,BEAMXUSDC,False
APT/JPY,APTJPY,False
NIL-TRY,NILTRY,False
PHA/TRY,PHATRY,False
SUI/JPY,SUIJPY,False
SUI-JPY,SUIJPY,False
NIL/TRY,NILTRY,False
XLM/JPY,XLMJPY,False
XLM-JPY,XLMJPY,False
NIL-USDC,NILUSDC,False
PEPE/JPY,PEPEJPY,False
PEPE-JPY,PEPEJPY,False
NIL/USDC,NILUSDC,False
PHA/USDC,PHAUSDC,False
PHA-USDC,PHAUSDC,False
USDC/PLN,USDCPLN,False
PHA-TRY,PHATRY,False
VANA/USDC,VANAUSDC,False
PENGU/USDC,PENGUUSDC,False
BIO/FDUSD,BIOFDUSD,False
PARTI-USDT,PARTIUSDT,False
BIOUSDT,BIOUSDC,False
BIO,BIOUSDC,False
PARTI/USDT,PARTIUSDT,False
BIOUSD,BIOUSDC,False
BIO/USDT,BIOUSDT,False
PARTI-TRY,PARTITRY,False
BIO-USDT,BIOUSDT,False
PARTI/TRY,PARTITRY,False
BIO/BNB,BIOBNB,False
BIO-BNB,BIOBNB,False
PARTI-FDUSD,PARTIFDUSD,False
PARTI/FDUSD,PARTIFDUSD,False
VANA-USDC,VANAUSDC,False
BIO-FDUSD,BIOFDUSD,False
PARTIUSDT,PARTIBNB,False
BIO/TRY,BIOTRY,False
BIO-TRY,BIOTRY,False
PARTIUSD,PARTIBNB,False
BIO/USDC,BIOUSDC,False
BIO-USDC,BIOUSDC,False
PARTI,PARTIBNB,False
HIVE/TRY,HIVETRY,False
HIVE-TRY,HIVETRY,False
MOVE/USDC,MOVEUSDC,False
MOVE-USDC,MOVEUSDC,False
USDC-PLN,USDCPLN,False
NIL-FDUSD,NILFDUSD,False
STEEM/USDC,STEEMUSDC,False
S/ETH,SETH,False
COOKIE/USDC,COOKIEUSDC,False
COOKIE-USDC,COOKIEUSDC,False
S,SUSDT,False
USDC-CZK,USDCCZK,False
SUSD,SUSDT,False
USDC/CZK,USDCCZK,False
S/BTC,SBTC,False
S-BTC,SBTC,False
S/BNB,SBNB,False
S-BNB,SBNB,False
VANRY-USDC,VANRYUSDC,False
VANRY/USDC,VANRYUSDC,False
S-ETH,SETH,False
NIL/FDUSD,NILFDUSD,False
THE-USDC,THEUSDC,False
S/EUR,SEUR,False
S-EUR,SEUR,False
S/FDUSD,SFDUSD,False
S-FDUSD,SFDUSD,False
THE/USDC,THEUSDC,False
S/TRY,STRY,False
S-TRY,STRY,False
JUV-USDC,JUVUSDC,False
JUV/USDC,JUVUSDC,False
S/USDC,SUSDC,False
S-USDC,SUSDC,False
NILUSDT,NILTRY,False
NIL,NILTRY,False
COOKIE-USDT,COOKIEUSDT,False
COOKIE/USDT,COOKIEUSDT,False
STEEM-USDC,STEEMUSDC,False
NIL-BNB,NILBNB,False
USUAL/USDC,USUALUSDC,False
USUAL-USDC,USUALUSDC,False
NIL/BNB,NILBNB,False
AIXBTUSDT,AIXBTTRY,False
AIXBT,AIXBTTRY,False
AIXBTUSD,AIXBTTRY,False
AIXBT/USDT,AIXBTUSDT,False
AIXBT-USDT,AIXBTUSDT,False
NIL-USDT,NILUSDT,False
AIXBT/USDC,AIXBTUSDC,False
AIXBT-USDC,AIXBTUSDC,False
CGPTUSDT,CGPTUSDC,False
CGPT,CGPTUSDC,False
CGPTUSD,CGPTUSDC,False
CGPT/USDT,CGPTUSDT,False
CGPT-USDT,CGPTUSDT,False
NIL/USDT,NILUSDT,False
CGPT/USDC,CGPTUSDC,False
NILUSD,NILTRY,False
CGPT-USDC,CGPTUSDC,False
COOKIEUSDT,COOKIEUSDC,False
COOKIE,COOKIEUSDC,False
COOKIEUSD,COOKIEUSDC,False
PENGU-USDC,PENGUUSDC,False
1000CAT-USDC,1000CATUSDC,False
SIGN/FDUSD,SIGNFDUSD,False
KSM/TRY,KSMTRY,False
BANANAS31USD,BANANAS31USDC,False
ACX-USDC,ACXUSDC,False
BANANAS31,BANANAS31USDC,False
BANANAS31USDT,BANANAS31USDC,False
ORCA/USDC,ORCAUSDC,False
ORCA-USDC,ORCAUSDC,False
TUT-USDC,TUTUSDC,False
ACX/TRY,ACXTRY,False
ACX-TRY,ACXTRY,False
TUT/USDC,TUTUSDC,False
ORCA/TRY,ORCATRY,False
ORCA-TRY,ORCATRY,False
KSM-TRY,KSMTRY,False
BANANAS31/USDT,BANANAS31USDT,False
BROCCOLI714-USDT,BROCCOLI714USDT,False
CELO/TRY,CELOTRY,False
CELO-TRY,CELOTRY,False
BROCCOLI714/USDT,BROCCOLI714USDT,False
BROCCOLI714USD,BROCCOLI714USDC,False
HIVE/FDUSD,HIVEFDUSD,False
HIVE-FDUSD,HIVEFDUSD,False
HIVE/USDC,HIVEUSDC,False
HIVE-USDC,HIVEUSDC,False
BROCCOLI714,BROCCOLI714USDC,False
BROCCOLI714USDT,BROCCOLI714USDC,False
IDEX/USDC,IDEXUSDC,False
ACX/USDC,ACXUSDC,False
ME-TRY,METRY,False
1000CAT/USDC,1000CATUSDC,False
MOVE-TRY,MOVETRY,False
MOVE-BTC,MOVEBTC,False
MOVE/USDT,MOVEUSDT,False
MOVE-USDT,MOVEUSDT,False
GUNUSD,GUNUSDC,False
MOVE/BNB,MOVEBNB,False
MOVE-BNB,MOVEBNB,False
GUN,GUNUSDC,False
MOVE/FDUSD,MOVEFDUSD,False
GUNUSDT,GUNUSDC,False
MOVE-FDUSD,MOVEFDUSD,False
BROCCOLI714-USDC,BROCCOLI714USDC,False
MOVE/TRY,MOVETRY,False
BROCCOLI714/USDC,BROCCOLI714USDC,False
ME/TRY,METRY,False
ME,METRY,False
MEUSD,METRY,False
MEUSDT,METRY,False
ME/BTC,MEBTC,False
ME-BTC,MEBTC,False
BANANAS31-USDC,BANANAS31USDC,False
ME/USDT,MEUSDT,False
ME-USDT,MEUSDT,False
BANANAS31/USDC,BANANAS31USDC,False
ME/FDUSD,MEFDUSD,False
ME-FDUSD,MEFDUSD,False
BANANAS31-USDT,BANANAS31USDT,False
IDEX-USDC,IDEXUSDC,False
TUT-USDT,TUTUSDT,False
TUT/USDT,TUTUSDT,False
PENGU-FDUSD,PENGUFDUSD,False
1000CAT/TRY,1000CATTRY,False
MUBARAK-USDT,MUBARAKUSDT,False
1000CAT-TRY,1000CATTRY,False
PENGUUSDT,PENGUUSDC,False
PENGU,PENGUUSDC,False
PENGUUSD,PENGUUSDC,False
MUBARAK/USDT,MUBARAKUSDT,False
PENGU/USDT,PENGUUSDT,False
PENGU-USDT,PENGUUSDT,False
MUBARAKUSD,MUBARAKTRY,False
MUBARAK,MUBARAKTRY,False
PENGU/FDUSD,PENGUFDUSD,False
MUBARAKUSDT,MUBARAKTRY,False
TLM/USDC,TLMUSDC,False
PENGU/TRY,PENGUTRY,False
PENGU-TRY,PENGUTRY,False
PARTI-BNB,PARTIBNB,False
USUAL/BTC,USUALBTC,False
USUAL-BTC,USUALBTC,False
PARTI/BNB,PARTIBNB,False
USUAL/FDUSD,USUALFDUSD,False
USUAL-FDUSD,USUALFDUSD,False
USUAL/TRY,USUALTRY,False
PARTI-USDC,PARTIUSDC,False
USUAL-TRY,USUALTRY,False
PARTI/USDC,PARTIUSDC,False
1000CAT-FDUSD,1000CATFDUSD,False
1000CAT/FDUSD,1000CATFDUSD,False
1000CAT-BNB,1000CATBNB,False
1000CAT/BNB,1000CATBNB,False
TLM-USDC,TLMUSDC,False
VELODROMEUSDT,VELODROMEUSDC,False
VELODROME,VELODROMEUSDC,False
VELODROMEUSD,VELODROMEUSDC,False
TUTUSD,TUTUSDC,False
VELODROME/USDT,VELODROMEUSDT,False
VELODROME-USDT,VELODROMEUSDT,False
TUT,TUTUSDC,False
VANAUSDT,VANAUSDC,False
VANA,VANAUSDC,False
VANAUSD,VANAUSDC,False
VANA/USDT,VANAUSDT,False
VANA-USDT,VANAUSDT,False
VANA/FDUSD,VANAFDUSD,False
TUTUSDT,TUTUSDC,False
VANA-FDUSD,VANAFDUSD,False
MUBARAK-USDC,MUBARAKUSDC,False
VANA/TRY,VANATRY,False
VANA-TRY,VANATRY,False
1000CATUSDT,1000CATUSDC,False
1000CAT,1000CATUSDC,False
1000CATUSD,1000CATUSDC,False
1000CAT/USDT,1000CATUSDT,False
1000CAT-USDT,1000CATUSDT,False
MUBARAK/USDC,MUBARAKUSDC,False
S/USDT,SUSDT,False
S-USDT,SUSDT,False
IOTA-USDC,IOTAUSDC,False
KAITO-TRY,KAITOTRY,False
KAITO/USDT,KAITOUSDT,False
KAITO-USDT,KAITOUSDT,False
EPIC/USDT,EPICUSDT,False
EPICUSD,EPICUSDC,False
KAITO/USDC,KAITOUSDC,False
KAITO-USDC,KAITOUSDC,False
EPIC,EPICUSDC,False
KAITO/FDUSD,KAITOFDUSD,False
EPICUSDT,EPICUSDC,False
KAITO-FDUSD,KAITOFDUSD,False
VELODROME-USDC,VELODROMEUSDC,False
KAITO/TRY,KAITOTRY,False
VELODROME/USDC,VELODROMEUSDC,False
KAITO/BTC,KAITOBTC,False
ETH/MXN,ETHMXN,False
ETH-MXN,ETHMXN,False
USDC-RON,USDCRON,False
SOL/MXN,SOLMXN,False
SOL-MXN,SOLMXN,False
USDC/RON,USDCRON,False
BNB/ARS,BNBARS,False
BNB-ARS,BNBARS,False
SYN-USDC,SYNUSDC,False
SOL/ARS,SOLARS,False
SOL-ARS,SOLARS,False
SYN/USDC,SYNUSDC,False
KAITO-BTC,KAITOBTC,False
KAITOUSDT,KAITOTRY,False
IOTX/JPY,IOTXJPY,False
HEI/USDC,HEIUSDC,False
HEIUSD,HEIUSDC,False
HEIUSDT,HEIUSDC,False
HEI/BTC,HEIBTC,False
GMX-USDC,GMXUSDC,False
HEI-BTC,HEIBTC,False
GMX/USDC,GMXUSDC,False
HEI/USDT,HEIUSDT,False
HEI-USDT,HEIUSDT,False
EPIC-USDC,EPICUSDC,False
CAKE/USDC,CAKEUSDC,False
CAKE-USDC,CAKEUSDC,False
EPIC/USDC,EPICUSDC,False
HEI-USDC,HEIUSDC,False
KAITOUSD,KAITOTRY,False
DF-USDC,DFUSDC,False
TRUMP/FDUSD,TRUMPFDUSD,False
TRUMP-FDUSD,TRUMPFDUSD,False
LTC/JPY,LTCJPY,False
LTC-JPY,LTCJPY,False
DF/USDC,DFUSDC,False
BCH/JPY,BCHJPY,False
BCH-JPY,BCHJPY,False
LINK/JPY,LINKJPY,False
LINK-JPY,LINKJPY,False
EPIC-USDT,EPICUSDT,False
KAITO,KAITOTRY,False
TRUMP/BRL,TRUMPBRL,False
TRUMP-BRL,TRUMPBRL,False
TRX/FDUSD,TRXFDUSD,False
GPS-FDUSD,GPSFDUSD,False
RED/USDT,REDUSDT,False
RED-USDT,REDUSDT,False
OSMO/USDC,OSMOUSDC,False
GPSUSDT,GPSBNB,False
GPS,GPSBNB,False
GPSUSD,GPSBNB,False
GPS/USDT,GPSUSDT,False
GPS-USDT,GPSUSDT,False
GPS/USDC,GPSUSDC,False
GPS-USDC,GPSUSDC,False
EGLD-USDC,EGLDUSDC,False
GPS/FDUSD,GPSFDUSD,False
EGLD/USDC,EGLDUSDC,False
TRX-FDUSD,TRXFDUSD,False
GPS/TRY,GPSTRY,False
GPS-TRY,GPSTRY,False
CHESS-USDC,CHESSUSDC,False
GPS/BNB,GPSBNB,False
GPS-BNB,GPSBNB,False
CHESS/USDC,CHESSUSDC,False
RED/BTC,REDBTC,False
RED-BTC,REDBTC,False
RED/USDC,REDUSDC,False
RED-USDC,REDUSDC,False
RED-TRY,REDTRY,False
RED/FDUSD,REDFDUSD,False
REDUSD,REDTRY,False
RED,REDTRY,False
REDUSDT,REDTRY,False
SHELL-TRY,SHELLTRY,False
EURI-USDC,EURIUSDC,False
TST/TRY,TSTTRY,False
EURI/USDC,EURIUSDC,False
TST-TRY,TSTTRY,False
SHELL,SHELLTRY,False
SHELLUSD,SHELLTRY,False
CVC-USDC,CVCUSDC,False
SHELLUSDT,SHELLTRY,False
SHELL/BTC,SHELLBTC,False
SHELL-BTC,SHELLBTC,False
SHELL/USDT,SHELLUSDT,False
CVC/USDC,CVCUSDC,False
SHELL-USDT,SHELLUSDT,False
SHELL/USDC,SHELLUSDC,False
SHELL-USDC,SHELLUSDC,False
T-USDC,TUSDC,False
T/USDC,TUSDC,False
SHELL/BNB,SHELLBNB,False
SHELL-BNB,SHELLBNB,False
UTK-USDC,UTKUSDC,False
SHELL/FDUSD,SHELLFDUSD,False
SHELL-FDUSD,SHELLFDUSD,False
UTK/USDC,UTKUSDC,False
SHELL/TRY,SHELLTRY,False
OSMO-USDC,OSMOUSDC,False
HEI,HEIUSDC,False
MKR/USDC,MKRUSDC,False
VTHO-TRY,VTHOTRY,False
FORMUSDT,FORMTRY,False
AIXBT/TRY,AIXBTTRY,False
AIXBT-TRY,AIXBTTRY,False
FORM/USDT,FORMUSDT,False
TRUMP/TRY,TRUMPTRY,False
TRUMP-TRY,TRUMPTRY,False
FORM-USDC,FORMUSDC,False
ANIMEUSDT,ANIMETRY,False
ANIME,ANIMETRY,False
FORM/USDC,FORMUSDC,False
ANIMEUSD,ANIMETRY,False
ANIME/USDT,ANIMEUSDT,False
ANIME-USDT,ANIMEUSDT,False
FORMUSD,FORMTRY,False
BMT/TRY,BMTTRY,False
ANIME/USDC,ANIMEUSDC,False
ANIME-USDC,ANIMEUSDC,False
FORM,FORMTRY,False
ANIME/FDUSD,ANIMEFDUSD,False
ANIME-FDUSD,ANIMEFDUSD,False
ANIME/TRY,ANIMETRY,False
ANIME-TRY,ANIMETRY,False
BMT-TRY,BMTTRY,False
BERA,BERATRY,False
BERAUSD,BERATRY,False
BERAUSDT,BERATRY,False
BERA/BTC,BERABTC,False
FORM-USDT,FORMUSDT,False
TRUMP-USDC,TRUMPUSDC,False
TRUMP/USDC,TRUMPUSDC,False
FORM/TRY,FORMTRY,False
IOTX-JPY,IOTXJPY,False
IOTA/USDC,IOTAUSDC,False
SEI/JPY,SEIJPY,False
XUSD-USDT,XUSDUSDT,False
SEI-JPY,SEIJPY,False
SOLVUSDT,SOLVTRY,False
SOLV,SOLVTRY,False
SOLVUSD,SOLVTRY,False
SOLV/USDT,SOLVUSDT,False
SOLV-USDT,SOLVUSDT,False
XUSD/USDT,XUSDUSDT,False
SOLV/BNB,SOLVBNB,False
SOLV-BNB,SOLVBNB,False
XUSDUSD,XUSDUSDT,False
XUSD,XUSDUSDT,False
SOLV/FDUSD,SOLVFDUSD,False
SOLV-FDUSD,SOLVFDUSD,False
